Title,Loser,Winner,Weight_Class,Method,Rounds,Time,Time Format,Refree,Details,Fighter(A),KnockDowns(A),LANDED SIG. STR(A),ATTEMPTED SIG. STR(A),SIG. STR%(A),TOTAL STR(A),LANDED_TD(A),ATTEMPTED_TD(A),TD% (A),SUB_ATT(A),REV(A),CTRL(A),HEAD(A),BODY(A),LEG(A),DISTANCE(A),CLINCH(A),GROUND(A),Fighter(B),KnockDowns(B),LANDED SIG. STR(B),ATTEMPTED SIG. STR(B),SIG. STR%(B),TOTAL STR(B),LANDED_TD(B),ATTEMPTED_TD(B),TD% (B),SUB_ATT(B),REV(B),CTRL(B),HEAD(B),BODY(B),LEG(B),DISTANCE(B),CLINCH(B),GROUND(B)
UFC 163: Aldo vs Jung,Neil Magny ,Sergio Moraes ,Welterweight Bout, Submission ,1,3:13,3 Rnd (5-5-5),Leon Roberts,Triangle Choke From Mount,Sergio Moraes ,0,13,20,65%,13 of 20,1,1,100%,1,0,1:06,12 of 19,0 of 0,1 of 1,4 of 9,0 of 0,9 of 11,Neil Magny ,0,7,29,24%,9 of 31,0,0,---,0,0,0:21,6 of 27,0 of 1,1 of 1,7 of 29,0 of 0,0 of 0
UFC 163: Aldo vs Jung,Sheila Gaff ,Amanda Nunes ,Women's Bantamweight Bout, KO/TKO ,1,2:08,3 Rnd (5-5-5),Herb Dean,Elbows to Head From Guard,Amanda Nunes ,0,10,16,62%,16 of 25,2,3,66%,0,0,1:38,9 of 14,1 of 2,0 of 0,1 of 3,0 of 0,9 of 13,Sheila Gaff ,0,3,8,37%,5 of 10,0,0,---,0,0,0:12,1 of 4,2 of 3,0 of 1,1 of 5,2 of 3,0 of 0
UFC 163: Aldo vs Jung,Vinny Magalhaes ,Anthony Perosh ,Light Heavyweight Bout, KO/TKO ,1,0:14,3 Rnd (5-5-5),Mario Yamasaki,Punch to Head At Distance,Vinny Magalhaes ,0,1,1,100%,1 of 1,0,0,---,0,0,0:00,1 of 1,0 of 0,0 of 0,1 of 1,0 of 0,0 of 0,Anthony Perosh ,1,8,13,61%,8 of 13,0,0,---,0,0,0:06,8 of 13,0 of 0,0 of 0,1 of 1,0 of 0,7 of 12
UFC 163: Aldo vs Jung,Jose Maria ,John Lineker ,Flyweight Bout, KO/TKO ,2,1:03,3 Rnd (5-5-5),Leon Roberts,Punches to Head On Ground,John Lineker ,0,22,58,37%,29 of 65,2,2,100%,0,0,0:51,17 of 47,5 of 11,0 of 0,7 of 29,5 of 8,10 of 21,Jose Maria ,0,19,36,52%,25 of 44,1,5,20%,1,0,0:33,9 of 17,3 of 9,7 of 10,13 of 29,4 of 5,2 of 2
UFC 163: Aldo vs Jung,Tom Watson ,Thales Leites ,Middleweight Bout, Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Herb Dean,Guilherme Bravo 27 - 30. Sal D'amato 27 - 30. Richard Winter 27 - 30.,Thales Leites ,0,51,91,56%,98 of 141,5,9,55%,3,0,10:03,47 of 85,2 of 4,2 of 2,24 of 62,8 of 10,19 of 19,Tom Watson ,0,33,67,49%,36 of 70,0,0,---,0,0,1:14,19 of 48,2 of 5,12 of 14,26 of 54,7 of 13,0 of 0
UFC 163: Aldo vs Jung,Thiago Santos ,Cezar Ferreira ,Middleweight Bout, Submission ,1,0:47,3 Rnd (5-5-5),Mario Yamasaki,Guillotine Choke On Ground,Cezar Ferreira ,0,3,5,60%,3 of 5,0,0,---,1,0,0:07,3 of 4,0 of 0,0 of 1,3 of 5,0 of 0,0 of 0,Thiago Santos ,0,0,1,0%,0 of 1,0,1,0%,0,0,0:04,0 of 1,0 of 0,0 of 0,0 of 1,0 of 0,0 of 0
UFC 163: Aldo vs Jung,Lyoto Machida ,Phil Davis ,Light Heavyweight Bout, Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Leon Roberts,Sal D'amato 28 - 29. Chris Watts 28 - 29. Richard Winter 28 - 29.,Lyoto Machida ,0,27,61,44%,27 of 61,0,0,---,0,0,0:22,12 of 31,11 of 20,4 of 10,26 of 58,1 of 3,0 of 0,Phil Davis ,0,21,90,23%,29 of 98,2,10,20%,0,0,1:11,4 of 50,8 of 25,9 of 15,15 of 76,1 of 3,5 of 11
UFC 163: Aldo vs Jung,Chan Sung Jung ,Jose Aldo ,UFC Featherweight Title Bout, KO/TKO ,4,2:00,5 Rnd (5-5-5-5-5),Herb Dean,Punches to Head On Ground,Jose Aldo ,0,32,87,36%,43 of 99,5,6,83%,0,0,5:00,41%,12 of 26,1 of 1,100%,0,0,Chan Sung Jung ,0,17,117,14%,42 of 145,0,0,---,0,0,0:03,17%,3 of 17,0 of 0,---,0,0
UFC on FOX: Johnson vs Moraga,Aaron Riley ,Justin Salas ,Lightweight Bout, Decision - Split ,3,5:00,3 Rnd (5-5-5),Randy Corley,Sal D'amato 28 - 29. Lamont Nelson 29 - 28. Chris Lee 28 - 29.,Aaron Riley ,0,26,172,15%,26 of 172,0,0,---,0,0,0:00,10 of 123,8 of 34,8 of 15,23 of 169,3 of 3,0 of 0,Justin Salas ,0,54,140,38%,58 of 144,3,9,33%,0,0,0:30,38 of 115,7 of 12,9 of 13,44 of 127,8 of 11,2 of 2
UFC on FOX: Johnson vs Moraga,Julie Kedzie ,Germaine de Randamie ,Women's Bantamweight Bout, Decision - Split ,3,5:00,3 Rnd (5-5-5),Randy Corley,Terry Boehlke 27 - 30. Lester Griffin 29 - 28. Lamont Nelson 28 - 29.,Julie Kedzie ,0,28,76,36%,73 of 127,2,9,22%,0,0,4:51,6 of 54,11 of 11,11 of 11,20 of 67,8 of 9,0 of 0,Germaine de Randamie ,0,50,82,60%,82 of 115,0,0,---,0,0,3:51,9 of 40,24 of 24,17 of 18,16 of 45,34 of 37,0 of 0
UFC on FOX: Johnson vs Moraga,Trevor Smith ,Ed Herman ,Middleweight Bout, Decision - Split ,3,5:00,3 Rnd (5-5-5),Herb Dean,Chris Lee 27 - 30. Sal D'amato 30 - 27. Lester Griffin 28 - 29.,Ed Herman ,0,73,129,56%,127 of 187,2,5,40%,1,0,3:18,46 of 99,27 of 30,0 of 0,41 of 94,32 of 35,0 of 0,Trevor Smith ,0,87,108,80%,112 of 136,1,5,20%,1,0,3:20,37 of 56,26 of 27,24 of 25,56 of 74,31 of 34,0 of 0
UFC on FOX: Johnson vs Moraga,Yves Edwards ,Daron Cruickshank ,Lightweight Bout, Decision - Split ,3,5:00,3 Rnd (5-5-5),Steve Newport,Lester Griffin 27 - 30. Terry Boehlke 30 - 27. Glenn Hamada 27 - 30.,Yves Edwards ,0,48,126,38%,48 of 128,0,0,---,0,0,0:00,10 of 79,13 of 19,25 of 28,48 of 125,0 of 1,0 of 0,Daron Cruickshank ,0,44,142,30%,44 of 142,0,1,0%,0,0,0:00,15 of 95,25 of 43,4 of 4,44 of 142,0 of 0,0 of 0
UFC on FOX: Johnson vs Moraga,Mac Danzig ,Melvin Guillard ,Lightweight Bout, KO/TKO ,2,2:47,3 Rnd (5-5-5),Steve Newport,Punch to Head At Distance,Mac Danzig ,0,23,56,41%,24 of 57,0,1,0%,0,0,0:13,8 of 39,4 of 5,11 of 12,22 of 55,1 of 1,0 of 0,Melvin Guillard ,1,39,88,44%,43 of 92,0,0,---,0,0,0:40,27 of 75,8 of 9,4 of 4,30 of 78,3 of 3,6 of 7
UFC on FOX: Johnson vs Moraga,Tim Means ,Danny Castillo ,Lightweight Bout, Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Dan Miragliotta,Terry Boehlke 28 - 29. Dave Hagen 28 - 29. Glenn Hamada 28 - 29.,Danny Castillo ,0,25,79,31%,59 of 115,6,8,75%,0,0,5:36,17 of 68,5 of 8,3 of 3,24 of 77,0 of 0,1 of 2,Tim Means ,0,38,93,40%,126 of 184,0,0,---,0,1,0:41,19 of 70,15 of 19,4 of 4,32 of 87,4 of 4,2 of 2
UFC on FOX: Johnson vs Moraga,Michael Chiesa ,Jorge Masvidal ,Lightweight Bout, Submission ,2,4:59,3 Rnd (5-5-5),Dan Miragliotta,D'Arce Choke On Ground,Michael Chiesa ,1,24,53,45%,35 of 66,2,5,40%,0,0,2:42,18 of 46,5 of 6,1 of 1,23 of 51,1 of 1,0 of 1,Jorge Masvidal ,0,24,38,63%,66 of 86,0,0,---,2,0,3:12,15 of 29,9 of 9,0 of 0,17 of 31,0 of 0,7 of 7
UFC on FOX: Johnson vs Moraga,Jessica Andrade ,Liz Carmouche ,Women's Bantamweight Bout, KO/TKO ,2,3:57,3 Rnd (5-5-5),Herb Dean,Punches to Head From Mount,Liz Carmouche ,0,50,83,60%,114 of 166,3,3,100%,1,0,7:52,45 of 78,1 of 1,4 of 4,6 of 9,1 of 2,43 of 72,Jessica Andrade ,0,10,15,66%,14 of 20,1,1,100%,1,0,0:21,3 of 8,4 of 4,3 of 3,4 of 8,5 of 5,1 of 2
UFC on FOX: Johnson vs Moraga,Bobby Voelker ,Robbie Lawler ,Welterweight Bout, KO/TKO ,2,0:24,3 Rnd (5-5-5),Dan Miragliotta,Kick to Head At Distance,Robbie Lawler ,1,28,46,60%,32 of 51,1,1,100%,0,0,1:13,22 of 39,5 of 6,1 of 1,21 of 37,6 of 7,1 of 2,Bobby Voelker ,0,10,42,23%,11 of 44,0,0,---,0,0,0:00,6 of 35,2 of 3,2 of 4,9 of 40,1 of 2,0 of 0
UFC on FOX: Johnson vs Moraga,Jake Ellenberger ,Rory MacDonald ,Welterweight Bout, Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Herb Dean,Lester Griffin 27 - 30. Sal D'amato 28 - 29. Dave Hagen 27 - 30.,Rory MacDonald ,0,46,118,38%,48 of 120,0,1,0%,0,0,0:00,37 of 102,9 of 16,0 of 0,44 of 115,2 of 3,0 of 0,Jake Ellenberger ,0,19,97,19%,27 of 106,1,3,33%,0,0,1:03,16 of 89,2 of 5,1 of 3,17 of 93,1 of 3,1 of 1
UFC on FOX: Johnson vs Moraga,John Moraga ,Demetrious Johnson ,UFC Flyweight Title Bout, Submission ,5,3:43,5 Rnd (5-5-5-5-5),Herb Dean,Armbar From Side Control,Demetrious Johnson ,0,67,95,70%,112 of 150,12,12,100%,3,0,13:36,100%,15 of 15,3 of 3,100%,1,0,John Moraga ,0,32,76,42%,53 of 103,1,5,20%,0,0,1:57,20%,2 of 7,0 of 0,---,0,0
UFC 162: Silva vs Weidman,Seth Baczynski ,Brian Melancon ,Welterweight Bout, KO/TKO ,1,4:59,3 Rnd (5-5-5),Yves Lavigne,Punches to Head On Ground,Seth Baczynski ,0,13,54,24%,14 of 55,0,1,0%,0,0,0:16,8 of 47,1 of 3,4 of 4,11 of 52,2 of 2,0 of 0,Brian Melancon ,1,24,42,57%,30 of 48,1,1,100%,0,0,1:40,17 of 34,3 of 4,4 of 4,14 of 28,0 of 0,10 of 14
UFC 162: Silva vs Weidman,Rafaello Oliveira ,Edson Barboza ,Lightweight Bout, KO/TKO ,2,1:44,3 Rnd (5-5-5),Herb Dean,Kicks to Leg At Distance,Edson Barboza ,1,49,89,55%,49 of 89,0,0,---,0,0,0:13,9 of 40,17 of 21,23 of 28,49 of 89,0 of 0,0 of 0,Rafaello Oliveira ,0,19,42,45%,19 of 42,0,5,0%,0,0,0:02,13 of 33,6 of 9,0 of 0,19 of 42,0 of 0,0 of 0
UFC 162: Silva vs Weidman,Dave Herman ,Gabriel Gonzaga ,Heavyweight Bout, KO/TKO ,1,0:17,3 Rnd (5-5-5),Kim Winslow,Punch to Head At Distance,Gabriel Gonzaga ,1,3,3,100%,5 of 5,0,0,---,0,0,0:03,3 of 3,0 of 0,0 of 0,1 of 1,0 of 0,2 of 2,Dave Herman ,0,3,3,100%,3 of 3,0,0,---,0,0,0:00,0 of 0,2 of 2,1 of 1,3 of 3,0 of 0,0 of 0
UFC 162: Silva vs Weidman,Kazuki Tokudome ,Norman Parke ,Lightweight Bout, Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Steve Mazzagatti,Jeff Collins 27 - 30. Patricia Morse-Jarman 27 - 30. Adalaide Byrd 28 - 29.,Norman Parke ,0,68,128,53%,77 of 137,2,13,15%,0,1,4:43,50 of 105,9 of 11,9 of 12,60 of 120,6 of 6,2 of 2,Kazuki Tokudome ,0,43,128,33%,59 of 149,1,5,20%,0,0,2:38,26 of 110,4 of 5,13 of 13,40 of 122,3 of 6,0 of 0
UFC 162: Silva vs Weidman,Chris Leben ,Andrew Craig ,Middleweight Bout, Decision - Split ,3,5:00,3 Rnd (5-5-5),Yves Lavigne,Junichiro Kamijo 28 - 29. Mark Smith 29 - 28. Marcos Rosales 27 - 30.,Chris Leben ,0,30,66,45%,127 of 172,0,7,0%,0,0,5:01,17 of 45,7 of 10,6 of 11,24 of 58,6 of 8,0 of 0,Andrew Craig ,0,64,101,63%,120 of 160,2,3,66%,0,0,3:25,50 of 87,9 of 9,5 of 5,46 of 78,12 of 14,6 of 9
UFC 162: Silva vs Weidman,Dennis Siver ,Cub Swanson ,Featherweight Bout, KO/TKO ,3,2:24,3 Rnd (5-5-5),Herb Dean,Punches to Head At Distance,Cub Swanson ,1,43,101,42%,47 of 105,1,1,100%,0,0,1:03,32 of 81,6 of 9,5 of 11,29 of 79,0 of 0,14 of 22,Dennis Siver ,0,26,144,18%,54 of 174,1,4,25%,0,1,3:14,10 of 111,6 of 10,10 of 23,24 of 140,0 of 0,2 of 4
UFC 162: Silva vs Weidman,Tim Boetsch ,Mark Munoz ,Middleweight Bout, Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Steve Mazzagatti,Junichiro Kamijo 26 - 30. Marcos Rosales 27 - 30. Patricia Morse-Jarman 28 - 29.,Mark Munoz ,0,69,102,67%,132 of 171,5,10,50%,2,0,9:26,36 of 64,31 of 35,2 of 3,5 of 15,12 of 23,52 of 64,Tim Boetsch ,0,23,41,56%,50 of 69,1,3,33%,3,1,2:59,9 of 20,9 of 16,5 of 5,11 of 22,10 of 16,2 of 3
UFC 162: Silva vs Weidman,Roger Gracie ,Tim Kennedy ,Middleweight Bout, Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Kim Winslow,Adalaide Byrd 27 - 30. Mark Smith 28 - 29. Glenn Trowbridge 27 - 30.,Tim Kennedy ,0,54,92,58%,101 of 145,2,4,50%,0,1,6:11,21 of 49,10 of 13,23 of 30,25 of 55,18 of 20,11 of 17,Roger Gracie ,0,12,29,41%,14 of 31,2,4,50%,0,0,3:26,8 of 22,3 of 5,1 of 2,5 of 22,6 of 6,1 of 1
UFC 162: Silva vs Weidman,Charles Oliveira ,Frankie Edgar ,Featherweight Bout, Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Yves Lavigne,Jeff Collins 27 - 30. Lester Griffin 28 - 29. Junichiro Kamijo 27 - 30.,Frankie Edgar ,0,81,146,55%,114 of 182,2,5,40%,0,0,5:03,53 of 112,23 of 29,5 of 5,61 of 122,4 of 5,16 of 19,Charles Oliveira ,0,38,125,30%,59 of 146,0,4,0%,1,0,0:01,27 of 101,7 of 17,4 of 7,31 of 117,5 of 6,2 of 2
UFC 162: Silva vs Weidman,Anderson Silva ,Chris Weidman ,UFC Middleweight Title Bout, KO/TKO ,2,1:18,5 Rnd (5-5-5-5-5),Herb Dean,Punch to Head At Distance,Anderson Silva ,0,14,24,58%,20 of 32,0,0,---,0,0,0:00,4 of 12,1 of 2,9 of 10,14 of 24,0 of 0,0 of 0,Chris Weidman ,1,16,43,37%,26 of 55,1,3,33%,2,0,1:55,16 of 42,0 of 1,0 of 0,8 of 25,0 of 0,8 of 18
UFC 161: Evans vs Henderson,John Maguire ,Mitch Clarke ,Lightweight Bout, Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Jerin Valel,Gregory Jackson 28 - 29. Chris Lee 28 - 29. Sal Signorino 28 - 29.,Mitch Clarke ,0,41,105,39%,118 of 188,0,1,0%,0,1,2:27,16 of 58,5 of 12,20 of 35,26 of 80,11 of 15,4 of 10,John Maguire ,0,15,41,36%,66 of 95,3,7,42%,0,0,6:51,11 of 37,4 of 4,0 of 0,8 of 30,4 of 6,3 of 5
UFC 161: Evans vs Henderson,Edwin Figueroa ,Roland Delorme ,Bantamweight Bout, Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Yves Lavigne,Richard Bertrand 28 - 29. Sal D'amato 28 - 29. Chris Lee 28 - 29.,Roland Delorme ,0,22,45,48%,65 of 100,6,11,54%,2,0,9:24,22 of 44,0 of 1,0 of 0,4 of 18,1 of 1,17 of 26,Edwin Figueroa ,0,42,89,47%,60 of 109,0,0,---,2,2,3:34,42 of 89,0 of 0,0 of 0,13 of 31,0 of 3,29 of 55
UFC 161: Evans vs Henderson,Kenny Robertson ,Sean Pierson ,Welterweight Bout, Decision - Majority ,3,5:00,3 Rnd (5-5-5),Herb Dean,Sal D'amato 28 - 29. Jason Rodgers 28 - 29. Sal Signorino 28 - 28.,Sean Pierson ,0,36,92,39%,58 of 119,0,1,0%,0,1,1:31,32 of 87,2 of 3,2 of 2,29 of 80,3 of 3,4 of 9,Kenny Robertson ,0,65,119,54%,139 of 218,1,6,16%,0,0,6:41,47 of 98,10 of 13,8 of 8,49 of 87,6 of 10,10 of 22
UFC 161: Evans vs Henderson,Sam Stout ,James Krause ,Lightweight Bout, Submission ,3,4:47,3 Rnd (5-5-5),Adam Cheadle,Guillotine Choke From Bottom Guard,Sam Stout ,0,73,226,32%,81 of 234,2,2,100%,0,0,1:20,24 of 155,18 of 32,31 of 39,66 of 213,2 of 3,5 of 10,James Krause ,0,96,188,51%,110 of 204,1,2,50%,1,1,2:02,68 of 153,13 of 17,15 of 18,91 of 178,4 of 5,1 of 5
UFC 161: Evans vs Henderson,Tyron Woodley ,Jake Shields ,Welterweight Bout, Decision - Split ,3,5:00,3 Rnd (5-5-5),Yves Lavigne,Chris Lee 30 - 27. Richard Bertrand 28 - 29. Sal D'amato 28 - 29.,Jake Shields ,0,82,211,38%,132 of 267,0,18,0%,0,0,4:06,6 of 92,49 of 80,27 of 39,33 of 131,49 of 80,0 of 0,Tyron Woodley ,0,60,94,63%,97 of 131,0,0,---,0,0,2:05,11 of 42,41 of 43,8 of 9,22 of 53,38 of 41,0 of 0
UFC 161: Evans vs Henderson,Pat Barry ,Shawn Jordan ,Heavyweight Bout, KO/TKO ,1,0:59,3 Rnd (5-5-5),Jerin Valel,Punches to Head On Ground,Pat Barry ,0,2,3,66%,2 of 3,0,0,---,0,0,0:00,1 of 2,0 of 0,1 of 1,2 of 3,0 of 0,0 of 0,Shawn Jordan ,1,10,15,66%,16 of 22,0,0,---,0,0,0:05,10 of 15,0 of 0,0 of 0,6 of 11,0 of 0,4 of 4
UFC 161: Evans vs Henderson,Rosi Sexton ,Alexis Davis ,Women's Bantamweight Bout, Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Herb Dean,Richard Bertrand 28 - 29. Chris Lee 27 - 29. Jason Rodgers 28 - 29.,Alexis Davis ,0,44,73,60%,161 of 223,0,3,0%,3,2,6:45,33 of 61,8 of 9,3 of 3,23 of 47,11 of 13,10 of 13,Rosi Sexton ,0,34,61,55%,115 of 158,1,2,50%,0,1,6:03,31 of 58,2 of 2,1 of 1,24 of 50,0 of 1,10 of 10
UFC 161: Evans vs Henderson,Igor Pokrajac ,Ryan Jimmo ,Light Heavyweight Bout, Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Yves Lavigne,Richard Bertrand 27 - 30. Sal D'amato 27 - 30. Jason Rodgers 27 - 30.,Ryan Jimmo ,1,65,83,78%,124 of 150,1,2,50%,0,0,10:44,26 of 44,15 of 15,24 of 24,22 of 36,29 of 29,14 of 18,Igor Pokrajac ,0,12,40,30%,37 of 65,0,4,0%,1,0,0:58,8 of 36,3 of 3,1 of 1,7 of 35,5 of 5,0 of 0
UFC 161: Evans vs Henderson,Roy Nelson ,Stipe Miocic ,Heavyweight Bout, Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Jerin Valel,Richard Bertrand 27 - 30. Chris Lee 27 - 30. Jason Rodgers 27 - 30.,Roy Nelson ,0,23,127,18%,25 of 130,0,1,0%,0,0,0:21,19 of 120,1 of 4,3 of 3,22 of 123,1 of 4,0 of 0,Stipe Miocic ,0,106,172,61%,129 of 197,1,8,12%,0,0,2:05,90 of 156,3 of 3,13 of 13,81 of 141,24 of 30,1 of 1
UFC 161: Evans vs Henderson,Dan Henderson ,Rashad Evans ,Light Heavyweight Bout, Decision - Split ,3,5:00,3 Rnd (5-5-5),Herb Dean,Gregory Jackson 29 - 28. Sal D'amato 28 - 29. Chris Lee 28 - 29.,Rashad Evans ,0,39,87,44%,66 of 116,0,8,0%,0,0,3:42,32 of 77,5 of 8,2 of 2,32 of 70,7 of 17,0 of 0,Dan Henderson ,0,40,91,43%,53 of 104,0,0,---,0,0,0:01,24 of 74,13 of 14,3 of 3,19 of 67,20 of 23,1 of 1
UFC on FUEL TV: Nogueira vs. Werdum,Karlos Vemola ,Caio Magalhaes ,Middleweight Bout, Submission ,2,2:49,3 Rnd (5-5-5),Dan Miragliotta,Rear Naked Choke,Caio Magalhaes ,0,21,37,56%,58 of 84,1,2,50%,5,0,2:29,14 of 27,5 of 6,2 of 4,1 of 4,6 of 9,14 of 24,Karlos Vemola ,0,30,52,57%,62 of 99,2,6,33%,0,0,4:54,28 of 50,2 of 2,0 of 0,0 of 3,1 of 1,29 of 48
UFC on FUEL TV: Nogueira vs. Werdum,Mizuto Hirota ,Rodrigo Damm ,Featherweight Bout, Decision - Split ,3,5:00,3 Rnd (5-5-5),Mario Yamasaki,Glenn Trowbridge 28 - 29. Mark Collett 29 - 28. Dean Weir 28 - 29.,Rodrigo Damm ,0,76,162,46%,77 of 163,2,7,28%,0,0,1:44,51 of 128,12 of 17,13 of 17,75 of 161,1 of 1,0 of 0,Mizuto Hirota ,0,102,199,51%,113 of 212,0,1,0%,0,0,0:00,60 of 153,32 of 35,10 of 11,100 of 197,2 of 2,0 of 0
UFC on FUEL TV: Nogueira vs. Werdum,Leandro Silva ,Ildemar Alcantara ,Welterweight Bout, Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Marc Goddard,Guilherme Bravo 27 - 30. Mark Collett 27 - 30. Dean Weir 27 - 30.,Ildemar Alcantara ,0,33,105,31%,56 of 134,3,3,100%,0,0,3:03,17 of 89,14 of 14,2 of 2,30 of 99,2 of 3,1 of 3,Leandro Silva ,0,50,87,57%,63 of 100,0,6,0%,0,0,1:18,19 of 46,6 of 13,25 of 28,49 of 86,1 of 1,0 of 0
UFC on FUEL TV: Nogueira vs. Werdum,Godofredo Pepey ,Felipe Arantes ,Featherweight Bout, KO/TKO ,1,3:32,3 Rnd (5-5-5),Dan Miragliotta,Elbows to Head From Guard,Godofredo Pepey ,0,4,13,30%,24 of 33,1,2,50%,0,1,1:01,4 of 13,0 of 0,0 of 0,1 of 3,0 of 0,3 of 10,Felipe Arantes ,0,27,35,77%,35 of 45,0,0,---,0,2,2:11,26 of 34,1 of 1,0 of 0,1 of 1,0 of 0,26 of 34
UFC on FUEL TV: Nogueira vs. Werdum,Vaughan Lee ,Raphael Assuncao ,Bantamweight Bout, Submission ,2,1:51,3 Rnd (5-5-5),Mario Yamasaki,Armbar From Mount,Raphael Assuncao ,0,17,54,31%,27 of 65,3,5,60%,1,0,2:54,10 of 40,5 of 7,2 of 7,6 of 36,0 of 3,11 of 15,Vaughan Lee ,0,14,27,51%,28 of 41,0,1,0%,0,0,0:02,3 of 15,4 of 5,7 of 7,10 of 22,4 of 5,0 of 0
UFC on FUEL TV: Nogueira vs. Werdum,Mike Wilkinson ,Rony Jason ,Featherweight Bout, Submission ,1,1:24,3 Rnd (5-5-5),Marc Goddard,Triangle Choke From Bottom Guard Technical Submission,Rony Jason ,0,7,8,87%,12 of 13,0,0,---,1,0,0:00,7 of 8,0 of 0,0 of 0,2 of 3,0 of 0,5 of 5,Mike Wilkinson ,0,4,4,100%,11 of 12,1,1,100%,0,0,0:44,3 of 3,1 of 1,0 of 0,1 of 1,0 of 0,3 of 3
UFC on FUEL TV: Nogueira vs. Werdum,Eddie Mendez ,Daniel Sarafian ,Middleweight Bout, Submission ,1,2:20,3 Rnd (5-5-5),Dan Miragliotta,Arm Triangle From Mount,Daniel Sarafian ,0,8,9,88%,19 of 20,1,1,100%,1,0,1:06,5 of 6,3 of 3,0 of 0,8 of 9,0 of 0,0 of 0,Eddie Mendez ,0,4,12,33%,5 of 13,0,0,---,0,0,0:22,3 of 10,0 of 1,1 of 1,4 of 12,0 of 0,0 of 0
UFC on FUEL TV: Nogueira vs. Werdum,Jason High ,Erick Silva ,Welterweight Bout, Submission ,1,1:11,3 Rnd (5-5-5),Mario Yamasaki,Armbar On Ground,Erick Silva ,0,0,1,0%,0 of 1,0,0,---,1,0,0:18,0 of 1,0 of 0,0 of 0,0 of 1,0 of 0,0 of 0,Jason High ,0,0,6,0%,0 of 6,0,1,0%,0,0,0:13,0 of 4,0 of 1,0 of 1,0 of 6,0 of 0,0 of 0
UFC on FUEL TV: Nogueira vs. Werdum,Rafael Cavalcante ,Thiago Silva ,Light Heavyweight Bout, KO/TKO ,1,4:29,3 Rnd (5-5-5),Dan Miragliotta,Punch to Head At Distance,Thiago Silva ,1,37,75,49%,37 of 75,0,0,---,0,0,0:03,23 of 57,4 of 8,10 of 10,35 of 73,0 of 0,2 of 2,Rafael Cavalcante ,0,24,61,39%,24 of 61,0,0,---,0,0,0:00,20 of 54,3 of 6,1 of 1,23 of 60,1 of 1,0 of 0
UFC on FUEL TV: Nogueira vs. Werdum,William Macario ,Leonardo Santos ,Ultimate Fighter Brazil 2 Welterweight Tournament Title Bout, Submission ,2,4:43,3 Rnd (5-5-5),Marc Goddard,Arm Triangle From Mount,William Macario ,0,35,57,61%,45 of 67,2,4,50%,0,0,4:03,22 of 44,7 of 7,6 of 6,14 of 28,10 of 11,11 of 18,Leonardo Santos ,0,22,46,47%,34 of 63,1,7,14%,1,0,1:22,16 of 39,4 of 5,2 of 2,17 of 39,2 of 2,3 of 5
UFC on FUEL TV: Nogueira vs. Werdum,Antonio Rodrigo Nogueira ,Fabricio Werdum ,Heavyweight Bout, Submission ,2,2:41,5 Rnd (5-5-5-5-5),Mario Yamasaki,Armbar On Ground,Antonio Rodrigo Nogueira ,0,14,40,35%,46 of 74,0,1,0%,0,0,2:03,12 of 37,1 of 2,1 of 1,6 of 30,8 of 10,0 of 0,Fabricio Werdum ,0,32,37,86%,54 of 60,1,2,50%,1,0,2:50,18 of 23,2 of 2,12 of 12,20 of 25,6 of 6,6 of 6
UFC 160: Velasquez vs Silva 2,Brian Bowles ,George Roop ,Bantamweight Bout, KO/TKO ,2,1:43,3 Rnd (5-5-5),Herb Dean,Punch to Head At Distance,Brian Bowles ,1,24,72,33%,28 of 76,0,0,---,1,1,0:49,20 of 65,4 of 7,0 of 0,21 of 67,0 of 1,3 of 4,George Roop ,1,44,100,44%,46 of 103,0,0,---,0,0,0:31,32 of 80,9 of 13,3 of 7,32 of 83,2 of 4,10 of 13
UFC 160: Velasquez vs Silva 2,Nah-Shon Burrell ,Stephen Thompson ,Welterweight Bout, Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Steve Mazzagatti,Lester Griffin 28 - 29. Tony Weeks 27 - 30. Junichiro Kamijo 28 - 29.,Stephen Thompson ,0,65,134,48%,87 of 158,2,4,50%,0,0,6:18,30 of 90,28 of 35,7 of 9,49 of 112,16 of 22,0 of 0,Nah-Shon Burrell ,0,56,121,46%,78 of 144,0,1,0%,0,0,0:40,26 of 82,29 of 38,1 of 1,24 of 74,32 of 47,0 of 0
